Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,State,Gender
pd27940,arizona,m,high school or below,488516.25%,1970-01-01 00:00:00.000026372,1970-01-01 00:00:00.000000126,1/0/00,personal auto,suv,1970-01-01 00:00:00.000000604,california,f
bs77946,arizona,f,bachelor,975330.71%,1970-01-01 00:00:00.000017514,1970-01-01 00:00:00.000000127,1/0/00,personal auto,suv,1970-01-01 00:00:00.000000008,california,f
ym50253,california,femal,bachelor,294615.37%,1970-01-01 00:00:00.000089270,1970-01-01 00:00:00.000000074,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000316,california,f
nr15332,california,m,high school or below,258111.09%,1970-01-01 00:00:00.000029757,1970-01-01 00:00:00.000000065,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000312,california,f
rc62865,oregon,m,college,351738.58%,1970-01-01 00:00:00.000051814,1970-01-01 00:00:00.000000092,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000056,california,f
cc15295,oregon,f,bachelor,974335.01%,1970-01-01 00:00:00.000024028,1970-01-01 00:00:00.000000082,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000393,california,f
ka61892,arizona,m,college,387364.70%,1970-01-01 00:00:00.000028142,1970-01-01 00:00:00.000000105,1/0/00,personal auto,sports car,1970-01-01 00:00:00.000000701,california,f
os94884,arizona,f,bachelor,764928.20%,1970-01-01 00:00:00.000052705,1970-01-01 00:00:00.000000064,1/1/00,personal auto,two-door car,1970-01-01 00:00:00.000000128,california,f
nd87334,california,m,high school or below,228759.69%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000063,1/0/00,corporate auto,two-door car,1970-01-01 00:00:00.000000679,california,f
oy51402,washington,f,high school or below,825576.39%,1970-01-01 00:00:00.000054040,1970-01-01 00:00:00.000000103,1/0/00,personal auto,suv,1970-01-01 00:00:00.000000059,california,f
yl74911,california,f,college,871492.21%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000118,1/0/00,personal auto,suv,1970-01-01 00:00:00.000000566,california,f
gk92563,washington,f,doctor,681923.12%,1970-01-01 00:00:00.000022492,1970-01-01 00:00:00.000000085,1/0/00,personal auto,two-door car,1970-01-01 00:00:00.000000061,california,f
hl53154,california,m,bachelor,741619.73%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000077,1/2/00,personal auto,four-door car,1970-01-01 00:00:00.000000554,california,f
ri78966,oregon,m,master,777115.90%,1970-01-01 00:00:00.000021876,1970-01-01 00:00:00.000000068,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000465,california,f
ic13702,california,f,bachelor,696834.19%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000069,1/1/00,personal auto,four-door car,1970-01-01 00:00:00.000000496,california,f
be10809,california,f,high school or below,425028.26%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000061,1/1/00,personal auto,four-door car,1970-01-01 00:00:00.000000292,california,f
ht87217,oregon,f,high school or below,1977656.65%,1970-01-01 00:00:00.000070699,1970-01-01 00:00:00.000000082,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000256,california,f
th95618,california,f,high school or below,2134346.60%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000074,1/1/00,personal auto,four-door car,1970-01-01 00:00:00.000000355,california,f
ts19868,california,m,college,241313.97%,1970-01-01 00:00:00.000027501,1970-01-01 00:00:00.000000063,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000542,california,f
lp45550,oregon,f,doctor,1536384.72%,1970-01-01 00:00:00.000015897,1970-01-01 00:00:00.000000101,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000303,california,f
qr87004,nevada,f,college,845696.19%,1970-01-01 00:00:00.000025141,1970-01-01 00:00:00.000000073,1/1/00,personal auto,four-door car,1970-01-01 00:00:00.000000025,california,f
oe75747,nevada,f,college,218964.25%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000061,1/3/00,personal auto,four-door car,1970-01-01 00:00:00.000000292,california,f
dx91392,california,m,high school or below,578018.22%,1970-01-01 00:00:00.000051066,1970-01-01 00:00:00.000000074,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000787,california,f
ab72731,california,f,bachelor,463998.16%,1970-01-01 00:00:00.000028358,1970-01-01 00:00:00.000000117,1/0/00,personal auto,sports car,1970-01-01 00:00:00.000000084,california,f
gx84338,washington,f,doctor,382443.13%,1970-01-01 00:00:00.000062530,1970-01-01 00:00:00.000000095,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000061,california,f
is12901,arizona,f,bachelor,596811.89%,1970-01-01 00:00:00.000090972,1970-01-01 00:00:00.000000074,1/0/00,personal auto,two-door car,1970-01-01 00:00:00.000000232,california,f
bn90616,washington,f,bachelor,859033.50%,1970-01-01 00:00:00.000063110,1970-01-01 00:00:00.000000072,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000068,california,f
hh90090,california,f,bachelor,407663.47%,1970-01-01 00:00:00.000029549,1970-01-01 00:00:00.000000104,1/0/00,personal auto,sports car,1970-01-01 00:00:00.000000710,california,f
iu25463,california,f,bachelor,1225260.18%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000115,1/1/00,personal auto,four-door car,1970-01-01 00:00:00.000000552,california,f
kc11055,nevada,f,bachelor,1693627.15%,1970-01-01 00:00:00.000039411,1970-01-01 00:00:00.000000170,1/2/00,personal auto,luxury car,1970-01-01 00:00:00.000000966,california,f
pd33979,oregon,m,high school or below,489243.55%,1970-01-01 00:00:00.000021709,1970-01-01 00:00:00.000000062,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000408,california,f
nk71023,nevada,m,bachelor,994230.48%,1970-01-01 00:00:00.000067890,1970-01-01 00:00:00.000000085,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000408,california,f
ab13432,california,m,bachelor,373583.81%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000110,1/0/00,personal auto,suv,1970-01-01 00:00:00.000000792,california,f
oz97704,california,f,high school or below,1311752.22%,1970-01-01 00:00:00.000084311,1970-01-01 00:00:00.000000111,1/4/00,personal auto,suv,1970-01-01 00:00:00.000000532,california,f
uf46533,california,f,college,457452.41%,1970-01-01 00:00:00.000099316,1970-01-01 00:00:00.000000114,1/0/00,corporate auto,suv,1970-01-01 00:00:00.000000754,california,f
xp47431,arizona,f,bachelor,547006.06%,1970-01-01 00:00:00.000054507,1970-01-01 00:00:00.000000138,1/0/00,personal auto,suv,1970-01-01 00:00:00.000000702,california,f
gk73582,california,f,bachelor,297884.60%,1970-01-01 00:00:00.000064586,1970-01-01 00:00:00.000000076,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000206,california,f
rv98763,oregon,m,college,641096.75%,1970-01-01 00:00:00.000061709,1970-01-01 00:00:00.000000082,1/2/00,personal auto,four-door car,1970-01-01 00:00:00.000000275,california,f
ii62831,california,m,master,447902.31%,1970-01-01 00:00:00.000094656,1970-01-01 00:00:00.000000111,1/1/00,special auto,suv,1970-01-01 00:00:00.000000459,california,f
xk33449,california,f,high school or below,238373.19%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000069,1/0/00,special auto,two-door car,1970-01-01 00:00:00.000000496,california,f
tr85083,california,m,bachelor,276449.37%,1970-01-01 00:00:00.000061085,1970-01-01 00:00:00.000000070,1/1/00,personal auto,two-door car,1970-01-01 00:00:00.000000336,california,f
eo95328,oregon,f,bachelor,792010.54%,1970-01-01 00:00:00.000089284,1970-01-01 00:00:00.000000067,1/3/00,personal auto,two-door car,1970-01-01 00:00:00.000000321,california,f
en21086,arizona,f,high school or below,688909.80%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000063,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000302,california,f
yl83902,wa,f,bachelor,327419.46%,1970-01-01 00:00:00.000031686,1970-01-01 00:00:00.000000081,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000430,california,f
az62651,oregon,m,high school or below,995170.77%,1970-01-01 00:00:00.000056855,1970-01-01 00:00:00.000000170,1/0/00,corporate auto,luxury suv,1970-01-01 00:00:00.000000966,california,f
zw25874,oregon,m,bachelor,252155.57%,1970-01-01 00:00:00.000053703,1970-01-01 00:00:00.000000067,1/2/00,special auto,four-door car,1970-01-01 00:00:00.000000067,california,f
eh41854,wa,f,high school or below,2370611.34%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000096,1/1/00,personal auto,two-door car,1970-01-01 00:00:00.000000844,california,f
mw70227,california,m,college,604702.52%,1970-01-01 00:00:00.000020396,1970-01-01 00:00:00.000000076,1/1/00,personal auto,four-door car,1970-01-01 00:00:00.000000364,california,f
sl22297,california,f,master,1114030.25%,1970-01-01 00:00:00.000027679,1970-01-01 00:00:00.000000150,1/0/00,personal auto,suv,1970-01-01 00:00:00.000000722,california,f
rv14138,nevada,f,bachelor,433406.41%,1970-01-01 00:00:00.000023904,1970-01-01 00:00:00.000000123,1/3/00,personal auto,suv,1970-01-01 00:00:00.000000590,california,f
uo62808,arizona,f,high school or below,279974.79%,1970-01-01 00:00:00.000065351,1970-01-01 00:00:00.000000069,1/0/00,corporate auto,four-door car,1970-01-01 00:00:00.000000481,california,f
zx64745,california,m,college,792313.66%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000113,1/0/00,personal auto,suv,1970-01-01 00:00:00.000000966,california,f
fl34139,california,m,high school or below,368811.09%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000063,1/3/00,personal auto,four-door car,1970-01-01 00:00:00.000000669,california,f
ts11219,california,m,college,1206745.60%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000116,1/0/00,personal auto,suv,1970-01-01 00:00:00.000000966,california,f
xx12304,california,f,college,292497.67%,1970-01-01 00:00:00.000064459,1970-01-01 00:00:00.000000072,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000240,california,f
sd64087,california,m,college,1501409.27%,1970-01-01 00:00:00.000032961,1970-01-01 00:00:00.000000170,1/0/00,corporate auto,suv,1970-01-01 00:00:00.000000912,california,f
oy38576,oregon,f,high school or below,927723.38%,1970-01-01 00:00:00.000071416,1970-01-01 00:00:00.000000116,1/0/00,corporate auto,suv,1970-01-01 00:00:00.000000556,california,f
bg76355,wa,f,bachelor,627412.39%,1970-01-01 00:00:00.000068964,1970-01-01 00:00:00.000000078,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000115,california,f
ip66913,cali,m,high school or below,388664.74%,1970-01-01 00:00:00.000078108,1970-01-01 00:00:00.000000098,1/0/00,personal auto,two-door car,1970-01-01 00:00:00.000000470,california,f
le95702,cali,m,college,438627.76%,1970-01-01 00:00:00.000010621,1970-01-01 00:00:00.000000067,1/0/00,special auto,four-door car,1970-01-01 00:00:00.000000321,california,f
kx54357,wa,m,college,1136526.77%,1970-01-01 00:00:00.000084910,1970-01-01 00:00:00.000000095,1/0/00,corporate auto,two-door car,1970-01-01 00:00:00.000000383,california,f
ez78112,cali,femal,high school or below,561096.43%,1970-01-01 00:00:00.000077493,1970-01-01 00:00:00.000000070,1/0/00,special auto,four-door car,1970-01-01 00:00:00.000000307,california,f
xn16891,arizona,m,college,291289.20%,1970-01-01 00:00:00.000081097,1970-01-01 00:00:00.000000074,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000355,california,f
xk31350,oregon,femal,college,691572.99%,1970-01-01 00:00:00.000096610,1970-01-01 00:00:00.000000085,1/0/00,corporate auto,four-door car,1970-01-01 00:00:00.000000520,california,f
cc30924,oregon,m,college,626266.33%,1970-01-01 00:00:00.000030110,1970-01-01 00:00:00.000000159,1/0/00,corporate auto,sports car,1970-01-01 00:00:00.000000466,california,f
it78748,oregon,femal,high school or below,650339.70%,1970-01-01 00:00:00.000022081,1970-01-01 00:00:00.000000084,1/0/00,special auto,two-door car,1970-01-01 00:00:00.000000451,california,f
ky33386,wa,femal,high school or below,800739.94%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000112,1/0/00,personal auto,sports car,1970-01-01 00:00:00.000000537,california,f
co44221,cali,m,college,292991.65%,1970-01-01 00:00:00.000098473,1970-01-01 00:00:00.000000072,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000345,california,f
lk60013,oregon,femal,bachelor,596955.30%,1970-01-01 00:00:00.000097431,1970-01-01 00:00:00.000000074,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000355,california,f
de21533,cali,m,bachelor,547315.99%,1970-01-01 00:00:00.000093870,1970-01-01 00:00:00.000000069,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000331,california,f
ys94121,nevada,m,high school or below,564539.67%,1970-01-01 00:00:00.000050366,1970-01-01 00:00:00.000000072,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000428,california,f
uk68427,wa,m,high school or below,636926.24%,1970-01-01 00:00:00.000034498,1970-01-01 00:00:00.000000083,1/0/00,personal auto,two-door car,1970-01-01 00:00:00.000000398,california,f
te49565,oregon,femal,college,1183376.73%,1970-01-01 00:00:00.000016552,1970-01-01 00:00:00.000000103,1/0/00,personal auto,suv,1970-01-01 00:00:00.000000494,california,f
ra88421,oregon,femal,college,612110.79%,1970-01-01 00:00:00.000026787,1970-01-01 00:00:00.000000077,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000369,california,f
kq51983,nevada,m,college,515936.97%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000074,1/0/00,personal auto,two-door car,1970-01-01 00:00:00.000000831,california,f
cd88896,nevada,femal,high school or below,251459.20%,1970-01-01 00:00:00.000043860,1970-01-01 00:00:00.000000065,1/0/00,corporate auto,four-door car,1970-01-01 00:00:00.000000156,california,f
yv22553,arizona,m,high school or below,866861.13%,1970-01-01 00:00:00.000021474,1970-01-01 00:00:00.000000114,1/2/00,corporate auto,suv,1970-01-01 00:00:00.000000373,california,f
wu14435,cali,m,bachelor,496096.54%,1970-01-01 00:00:00.000018174,1970-01-01 00:00:00.000000066,1/0/00,corporate auto,four-door car,1970-01-01 00:00:00.000000395,california,f
xv84099,arizona,femal,bachelor,550413.90%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000073,1/0/00,corporate auto,four-door car,1970-01-01 00:00:00.000000350,california,f
ri24911,arizona,male,college,750745.54%,1970-01-01 00:00:00.000060920,1970-01-01 00:00:00.000000064,1/0/00,personal auto,two-door car,1970-01-01 00:00:00.000000231,california,f
ko26461,arizona,male,high school or below,3226985.14%,1970-01-01 00:00:00.000041520,1970-01-01 00:00:00.000000090,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000289,california,f
hi14283,oregon,femal,bachelor,565703.16%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000152,1/0/00,personal auto,suv,1970-01-01 00:00:00.000000729,california,f
pt50227,arizona,male,high school or below,506175.79%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000068,1/0/00,personal auto,two-door car,1970-01-01 00:00:00.000000326,california,f
bh36570,cali,male,bachelor,591278.38%,1970-01-01 00:00:00.000072208,1970-01-01 00:00:00.000000073,1/0/00,personal auto,two-door car,1970-01-01 00:00:00.000000350,california,f
tx17484,cali,femal,bachelor,1518227.98%,1970-01-01 00:00:00.000053863,1970-01-01 00:00:00.000000063,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000105,california,f
ct41158,wa,male,college,1074703.09%,1970-01-01 00:00:00.000066446,1970-01-01 00:00:00.000000136,1/0/00,corporate auto,suv,1970-01-01 00:00:00.000000639,california,f
ao87348,wa,male,college,205062.35%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000061,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000292,california,f
de55857,wa,femal,bachelor,246544.49%,1970-01-01 00:00:00.000064997,1970-01-01 00:00:00.000000063,1/1/00,personal auto,four-door car,1970-01-01 00:00:00.000000383,california,f
lf66923,nevada,femal,high school or below,534312.13%,1970-01-01 00:00:00.000064460,1970-01-01 00:00:00.000000066,1/0/00,corporate auto,two-door car,1970-01-01 00:00:00.000000316,california,f
cn24514,arizona,femal,college,811982.91%,1970-01-01 00:00:00.000046618,1970-01-01 00:00:00.000000067,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000099,california,f
uw32074,oregon,femal,college,460526.52%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000064,1/0/00,corporate auto,four-door car,1970-01-01 00:00:00.000000307,california,f
hp36979,cali,male,college,640878.56%,1970-01-01 00:00:00.000049988,1970-01-01 00:00:00.000000084,1/5/00,personal auto,two-door car,1970-01-01 00:00:00.000000566,california,f
pp40919,cali,femal,college,237653.35%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000091,1/5/00,personal auto,two-door car,1970-01-01 00:00:00.000000436,california,f
ro73268,cali,m,bachelor,321107.00%,1970-01-01 00:00:00.000016269,1970-01-01 00:00:00.000000086,1/0/00,corporate auto,two-door car,1970-01-01 00:00:00.000000412,california,f
ho61691,arizona,f,bachelor,509452.23%,1970-01-01 00:00:00.000072006,1970-01-01 00:00:00.000000064,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000307,california,f
bs13062,arizona,f,high school or below,2575527.82%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000081,1/2/00,personal auto,four-door car,1970-01-01 00:00:00.000000388,california,f
fo35655,oregon,m,bachelor,867222.97%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000170,1/0/00,corporate auto,luxury suv,1970-01-01 00:00:00.000000966,california,f
hr10526,cali,m,master,804473.07%,1970-01-01 00:00:00.000044320,1970-01-01 00:00:00.000000067,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000321,california,f
ia63417,arizona,f,high school or below,400151.91%,1970-01-01 00:00:00.000019782,1970-01-01 00:00:00.000000108,1/0/00,personal auto,two-door car,1970-01-01 00:00:00.000000773,california,f
bh35016,nevada,f,bachelor,1670611.70%,1970-01-01 00:00:00.000063933,1970-01-01 00:00:00.000000070,1/0/00,personal auto,two-door car,1970-01-01 00:00:00.000000424,california,f
pk52952,arizona,m,doctor,854441.11%,1970-01-01 00:00:00.000028224,1970-01-01 00:00:00.000000109,1/0/00,personal auto,suv,1970-01-01 00:00:00.000000523,california,f
